epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,2606.99,0.60932,0.85824,0.97399,0.67119,0.88462,0.6836,0.52396,0.52238,1.17932,1.00209,3.93605e-05,3.93605e-05,3.93605e-05
185,2620.85,0.57128,0.85635,0.93321,0.67122,0.88462,0.68779,0.52705,0.51953,1.18994,1.00391,3.65129e-05,3.65129e-05,3.65129e-05
186,2633.81,0.51358,0.85331,0.94518,0.67135,0.88462,0.67663,0.51617,0.51968,1.1936,1.006,3.38343e-05,3.38343e-05,3.38343e-05
187,2647.45,0.57395,0.75367,0.94516,0.67106,0.88462,0.67663,0.51601,0.51767,1.18882,1.00626,3.13254e-05,3.13254e-05,3.13254e-05
188,2661.12,0.47294,0.72879,0.9275,0.67201,0.88462,0.69507,0.53302,0.51206,1.19025,1.00212,2.89868e-05,2.89868e-05,2.89868e-05
189,2674.43,0.56204,0.78316,0.92745,0.67383,0.88462,0.69521,0.5318,0.50534,1.1898,0.9935,2.68192e-05,2.68192e-05,2.68192e-05
190,2688.69,0.53328,0.88013,0.95114,0.67451,0.88462,0.6938,0.53302,0.50967,1.20121,0.99654,2.4823e-05,2.4823e-05,2.4823e-05
191,2702.97,0.5714,0.81193,0.87057,0.64402,0.90482,0.69372,0.5135,0.49232,1.21252,0.97566,2.29987e-05,2.29987e-05,2.29987e-05
192,2718.14,0.53718,0.85,0.88935,0.67415,0.8755,0.71613,0.5493,0.51999,1.26255,0.99854,2.13468e-05,2.13468e-05,2.13468e-05
193,2732.45,0.51301,0.96181,0.93047,0.67341,0.88462,0.70002,0.53473,0.51602,1.28391,0.99197,1.98677e-05,1.98677e-05,1.98677e-05
194,2746.33,0.50992,0.92869,0.89386,0.67059,0.88462,0.69666,0.53587,0.51848,1.30515,0.99435,1.85617e-05,1.85617e-05,1.85617e-05
195,2760.14,0.50243,0.78348,0.89511,0.67026,0.88462,0.68554,0.51877,0.51912,1.30826,0.99809,1.74293e-05,1.74293e-05,1.74293e-05
196,2773.51,0.50609,0.84927,0.89227,0.67544,0.88462,0.69293,0.53142,0.52488,1.30198,1.00548,1.64705e-05,1.64705e-05,1.64705e-05
197,2787.42,0.52359,0.85563,0.88265,0.67633,0.88462,0.67356,0.5115,0.52231,1.28871,1.00476,1.56858e-05,1.56858e-05,1.56858e-05
198,2800.38,0.50899,0.84915,0.92392,0.67641,0.88462,0.67417,0.5082,0.52201,1.27577,1.00358,1.50753e-05,1.50753e-05,1.50753e-05
199,2813.38,0.51591,0.81787,0.9054,0.67644,0.88462,0.67259,0.50075,0.52182,1.26553,1.00633,1.4639e-05,1.4639e-05,1.4639e-05
200,2826.73,0.43824,0.82747,0.86329,0.68043,0.88462,0.67475,0.51205,0.52114,1.24932,1.00929,1.43773e-05,1.43773e-05,1.43773e-05
